twitter_id,stackoverflow_id,location,question_count,answer_count,reputation,top_tags_answers,top_tags_question,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
leaveit2suever,670206,"['Atlanta, GA']",12,500,58380,"['matlab', 'matlab-figure', 'python', 'octave', 'matrix', 'arrays', 'plot', 'matplotlib', 'matlab-guide', 'oop']","['ruby', 'ruby-on-rails', 'activerecord', 'google-chrome', 'oop', 'python', 'mysql', 'ruby-on-rails-4', 'rails-activerecord', 'ffmpeg']",0.788988315,0.527461322,0.376059109,0.025333211,0.213810768,0.150183269,0.444299924,0.304054998,0.738249698,0.141519761
lebigot,42973,"['Paris, France']",94,500,75431,"['python', 'numpy', 'matplotlib', 'arrays', 'scipy', 'list', 'performance', 'macos', 'python-3.x', 'algorithm']","['python', 'matplotlib', 'git', 'numpy', 'module', 'performance', 'parallel-processing', 'dictionary', 'attributes', 'apache-spark']",0.954949321,0.437030991,0.175132115,0.010568793,0.312633768,0.014124411,0.490093693,0.05957874,0.275731916,0.172384225
Lekensteyn,427545,"['🇳🇱 Netherlands, 🇬🇧 UK']",37,500,53946,"['php', 'javascript', 'html', 'regex', 'mysql', 'linux', 'jquery', '.htaccess', 'apache', 'arrays']","['c', 'git', 'gdb', 'android', 'linux', 'sanitizer', 'address-sanitizer', 'python', 'mercurial', 'usb']",0.8721137,0.305312946,0.027361561,0.00116197,0.383423306,0.01481088,0.290106416,0.107594326,0.33310539,0.088021964
LeoNatan,983912,"['Tel Aviv, Israel']",33,500,54749,"['ios', 'objective-c', 'swift', 'ios7', 'iphone', 'xcode', 'uitableview', 'ios8', 'detox', 'core-data']","['ios', 'macos', 'objective-c', 'uikit', 'ios7', 'bash', 'git', 'calayer', 'uiwebview', 'scroll']",0.932678738,0.045324532,0.052362216,0.000273193,0.530239717,0.001836961,0.544723561,0.162827468,0.52804516,0.132595545
leppie,15541,"['Cape Town, South Africa']",45,500,105668,"['c#', '.net', 'scheme', 'linq', 'reflection', 'generics', 'lambda', 'linq-to-sql', 'asp.net', 'list']","['.net', 'c#', 'linq-to-sql', 'compiler-construction', 'compiler-errors', 'generics', 'winforms', 'tfs', 'type-inference', 'version-control']",0.677805169,0.061516402,0.012939182,0.000401872,0.346697066,0.017766401,0.311024165,0.239022619,0.434533448,0.16972356
lextm,11182,"['Toronto, Ontario']",3,500,48927,"['c#', '.net', 'iis', 'asp.net', 'visual-studio', '.net-core', 'iis-express', 'asp.net-core', 'visual-studio-2017', 'mono']","['c#', 'antlr', 'antlr3', 'mono', 'opensuse', '.net', 'arrays', 'methods', 'multidimensional-array']",0.777704678,0.551378905,0.010011056,0.003773049,0.564317871,0.080154965,0.213672814,0.057829372,0.176153233,0.164397284
LilyInTech,582,"['San Leandro, CA']",7,500,162625,"['ios', 'objective-c', 'c++', 'swift', 'git', 'xcode', 'iphone', 'c++11', 'c', 'macos']","['objective-c', 'cocoa', 'vim', 'cocoa-touch', 'hash', 'avfoundation', 'avplayer', 'http-live-streaming', 'ios', 'core-text']",0.897438241,0.048290973,0.024433226,0.002658918,0.342732138,0.006236852,0.272717918,0.141727491,0.41631644,0.169060785
LindaLawtonDK,1841839,['Denmark'],138,500,60688,"['google-api', 'google-drive-api', 'google-oauth', 'c#', 'php', 'google-calendar-api', 'google-analytics', 'youtube-api', 'google-api-dotnet-client', 'google-api-php-client']","['c#', 'asp.net-core', 'identityserver4', '.net-core', 'google-api', 'oauth', 'asp.net-core-mvc', 'blazor', 'google-api-dotnet-client', 'google-oauth']",0.673899512,0.179874202,0.0283995,0.02183214,0.476525743,0.077729357,0.262946537,0.148148143,0.305339332,0.386398552
lizardbill,1288,"['Charlotte, NC USA']",68,500,354384,"['java', 'python', 'python-3.x', 'javascript', 'arrays', 'string', 'algorithm', 'c#', 'random', 'c++']","['c++', 'java', 'linux', 'string', 'python', 'c', 'scheme', 'file-io', 'perl', 'sql']",0.967382235,0.238222543,0.075052039,0.01720458,0.276984609,0.010690304,0.294339375,0.090083845,0.239695075,0.180347663
loganfsmyth,785065,"['Oakland, CA']",2,500,124892,"['javascript', 'ecmascript-6', 'babeljs', 'flowtype', 'reactjs', 'node.js', 'rust', 'webpack', 'babel', 'babel-loader']","['flowtype', 'google-chrome', 'cross-domain', 'service-worker']",0.776419375,0.405461608,0.088611958,0.094333949,0.217145893,0.093492532,0.410949449,0.204856786,0.412143803,0.318804916
logmaestro,2611971,[''],55,376,47243,"['ios', 'objective-c', 'swift', 'parse-platform', 'iphone', 'xcode', 'arrays', 'ios7', 'uitableview', 'cocoa-touch']","['swift', 'objective-c', 'ios', 'xcode', 'swift-package-manager', 'debugging', 'vapor', 'animation', 'generics', 'c']",0.812727466,0.463340634,0.236704116,0.015750776,0.099169921,0.084786835,0.224058993,0.067051237,0.09592024,0.229948595
LoicMars,3730754,"['Paris, France']",5,500,135530,"['woocommerce', 'php', 'wordpress', 'product', 'orders', 'hook-woocommerce', 'cart', 'checkout', 'jquery', 'taxonomy-terms']","['php', 'jquery', 'wordpress', 'woocommerce', 'shipping-method', 'payment-gateway', 'orders', 'javascript', 'html', 'onclick']",0.350255292,0.253385663,0.436532022,0.253658375,0.999996547,0.219856914,0.371879318,0.475538471,0.353627448,0.004562777
LokiAstari,14065,['moz'],85,500,223951,"['c++', 'c++11', 'c', 'vector', 'pointers', 'arrays', 'string', 'file', 'stl', 'multithreading']","['c++', 'c++11', 'templates', 'lambda', 'template-meta-programming', 'c', 'locale', 'smart-pointers', 'unique-ptr', 'c++14']",0.86207403,0.501794851,0.347537226,0.039335485,0.19141365,0.053549329,0.499007675,0.17434765,0.442827283,0.176359286
lordelph,6521,"['iPhone: 51.901292,-0.198805']",19,500,267029,"['php', 'mysql', 'javascript', 'sql', 'regex', 'arrays', 'html', 'c++', 'string', 'symfony']","['javascript', 'qt', 'qt-creator', 'php', 'perl', 'windows', 'console', 'mingw', 'ssl', 'go']",0.712455417,0.373767056,0.114614033,0.040222949,0.543651713,0.159267074,0.395699308,0.149002617,0.33860823,0.209179258
lsdabus,2303865,['Rio de Janeiro'],2,500,172463,"['swift', 'ios', 'arrays', 'string', 'xcode', 'macos', 'date', 'uiimage', 'swift3', 'codable']","['swift', 'arrays', 'set', 'nsorderedset', 'nsmutableorderedset', 'operators']",0.051037501,0.242288398,0.353755743,0.269856291,0.949547523,0.218600489,0.403484769,0.451094104,0.325696265,0.07560839
lucaangeletti,1761687,['Rome'],23,500,49772,"['swift', 'ios', 'sprite-kit', 'arrays', 'swift3', 'xcode', 'skspritenode', 'dictionary', 'swift2', 'string']","['swift', 'ios', 'objective-c', 'arrays', 'wkwebview', 'generics', 'protocols', 'xcode', 'performance', 'uikit']",0.668013919,0.653908818,0.067411079,0.053264836,0.352285631,0.251770804,0.233960265,0.18455912,0.157345163,0.179780553
Lucas_Trz,3764814,"['Paris, France']",4,500,45509,"['c#', 'regex', '.net', 'c++-cli', 'javascript', 'php', 'antlr4', 'pcre', 'java', 'antlr']","['sql-server', 'visual-studio', 'ssms', 'azure-devops', 'azure-pipelines', '.net', 'msbuild', 'resharper', 'rider', 'parsing']",0.925340816,0.132355544,0.037896013,0.0112078,0.174238528,0.013132283,0.333637005,0.10493809,0.407172592,0.1128532
luchiangrig,673730,[''],122,500,227415,"['c++', 'c', 'pointers', 'arrays', 'class', 'function', 'vector', 'constructor', 'c++11', 'inheritance']","['c++', 'language-lawyer', 'java', 'visual-studio', 'optimization', 'visual-c++', 'templates', 'design-patterns', 'debugging', 'visual-studio-2010']",0.896402702,0.196620987,0.144648843,0.004495247,0.380820128,0.017222166,0.229643512,0.17349319,0.447011797,0.188897582
lukaseder,521799,"['St. Gallen, Switzerland']",219,500,168643,"['jooq', 'java', 'sql', 'postgresql', 'mysql', 'oracle', 'spring-boot', 'sql-server', 'hibernate', 'kotlin']","['java', 'sql', 'oracle', 'jdbc', 'jooq', 'stored-procedures', 'xml', 'performance', 'postgresql', 'maven']",0.932802794,0.075674215,0.060154575,0.005054122,0.253571964,0.003304304,0.42729505,0.122764926,0.387325272,0.144745747
lukeanker,1327739,"['Berlin, Germany']",13,500,45796,"['r', 'ggplot2', 'igraph', 'dplyr', 'plot', 'tm', 'dataframe', 'text-mining', 'shiny', 'arules']","['r', 'ggplot2', 'plotly', 'data.table', 'xml', 'htmlwidgets', 'shiny', 'dplyr', 'function', 'eval']",0.620327477,0.19399176,0.384194774,0.282142987,0.998707529,0.039685948,0.305953842,0.475894402,0.31303365,0.1777823
mabster,615,"['Albury, Australia']",23,500,181171,"['c#', 'wpf', '.net', 'xaml', 'data-binding', 'sql', 'binding', 'linq', 'winforms', 'sql-server']","['wpf', 'c#', '.net', 'generics', 'entity-framework-4.1', 'listbox', 'powershell', 'asp.net-mvc', 'sql-server', 'indexing']",0.883488475,0.112034785,0.061756339,0.004003791,0.419642302,0.011060271,0.240314636,0.148802151,0.359995369,0.146344436
macmade,182676,"['Lausanne, Switzerland']",15,500,46887,"['objective-c', 'iphone', 'ios', 'xcode', 'c', 'macos', 'c++', 'cocoa', 'php', 'assembly']","['c', 'c++', 'assembly', 'windows', 'backtrace', 'c99', 'gcc', 'enums', 'casting', 'implicit-conversion']",0.798138308,0.192554574,0.071292891,0.008265509,0.485927772,0.025966236,0.268586708,0.135742189,0.278215914,0.143808502
madshansen3,14419,"['Oakton, VA']",5,500,50024,"['marklogic', 'xml', 'xslt', 'xquery', 'xpath', 'java', 'marklogic-9', 'marklogic-8', 'html', 'xslt-1.0']","['java', 'url', 'parsing', 'query-string', 'proxy', 'solaris', 'html', 'sharepoint', 'sharepoint-2007', 'moss']",0.875507297,0.370768824,0.08782667,0.01813445,0.232654505,0.054752845,0.556588972,0.161810121,0.37204975,0.31768923
mahalis,30618,"['San Francisco, CA']",3,500,55437,"['ios', 'iphone', 'objective-c', 'xcode', 'cocoa-touch', 'swift', 'ipad', 'uitableview', 'uiview', 'core-animation']","['ipad', 'iphone', 'video', 'ios', 'avfoundation', 'ios4', 'cocoa-touch', 'uitableview', 'z-index', 'uipopovercontroller']",0.930046277,0.030674304,0.024983223,0.008407536,0.462602562,0.004710116,0.703111457,0.303072313,0.430966357,0.337324443
makototheknight,1079354,[''],18,500,91911,"['java', 'git', 'intellij-idea', 'python', 'spring', 'generics', 'arrays', 'java-8', 'spring-boot', 'arraylist']","['java', 'ruby-on-rails', 'spring-boot', 'python', 'ruby', 'arrays', 'string', 'collections', 'maven', 'gradle']",0.905643397,0.395219692,0.107679852,0.049900811,0.229686964,0.072423389,0.357231429,0.174113907,0.331749858,0.252482521
malafortune,8279,"['Montreal, QC']",31,500,70037,"['parsley.js', 'ruby', 'javascript', 'jquery', 'featherlight.js', 'validation', 'ruby-on-rails', 'parsley', 'arrays', 'html']","['ruby-on-rails', 'ruby', 'javascript', 'ruby-on-rails-3', 'capybara', 'flash', 'jquery', 'webcam', 'html-safe', 'meteor']",0.782947102,0.272330979,0.355381428,0.103719377,0.453122967,0.03495783,0.252430761,0.212495841,0.400049106,0.205617717
maniator,561731,"['New York, NY']",100,500,134665,"['javascript', 'jquery', 'php', 'html', 'mysql', 'css', 'arrays', 'node.js', 'object', 'json']","['javascript', 'php', 'jquery', 'mysql', 'html', 'css', 'google-chrome', 'class', 'cakephp', 'ajax']",0.689676306,0.135607283,0.089403882,0.01630899,0.283674857,0.08647342,0.28389641,0.235161394,0.564806075,0.132898279
manojlds,526535,"['Chennai, India']",16,500,244446,"['git', 'powershell', 'c#', 'github', 'kubernetes', 'python', 'docker', 'terraform', 'javascript', 'scala']","['c#', 'powershell', 'apache-spark', 'keyboard-shortcuts', 'deployment', 'configuration', 'production-environment', 'apache-spark-sql', 'docker', 'dockerhub']",0.918240055,0.16434966,0.076757321,0.00169458,0.42485558,0.010000867,0.338824357,0.097433199,0.444535142,0.078651518
marcelocantos,9990,[''],29,500,160110,"['c++', 'python', 'c#', 'c', 'objective-c', 'javascript', 'ios', 'algorithm', 'java', 'iphone']","['ios', 'c++', 'xcode', '.net', 'python', 'messaging', 'c++11', 'variadic-templates', 'teamcity', 'rabbitmq']",0.938989997,0.208422243,0.047495634,0.006411868,0.527505008,0.007513695,0.511579689,0.140221042,0.27607231,0.194795426
marcgravell,23354,['UK'],46,500,876239,"['c#', '.net', 'protocol-buffers', 'protobuf-net', '.net-core', 'grpc', 'sql-server', 'xml', 'asp.net-core', 'sql']","['.net', 'c#', 'asp.net', 'asp.net-mvc', 'protobuf-net', 'iis', 'html', 'asp.net-mvc-4', 'javascript', 'sql']",0.913574944,0.06414046,0.063941091,0.009870469,0.375426754,0.006168672,0.331589525,0.142211895,0.371077885,0.146740266
marcind,358970,"['Seattle, Wa']",2,497,51516,"['asp.net-mvc-3', 'asp.net-mvc', 'razor', 'c#', 'asp.net-mvc-2', 'asp.net', 'asp.net-mvc-4', '.net', 'asp.net-web-api', 'visual-studio-2010']","['node.js', 'docker', 'kubernetes', 'asp.net-mvc', 'performance']",0.900620807,0.326540675,0.124472885,0.012802432,0.218855093,0.02294752,0.331633842,0.135906622,0.317791054,0.143804865
marcog,89806,"['Slough, England']",45,500,109312,"['python', 'algorithm', 'regex', 'java', 'php', 'c++', 'string', 'c', 'perl', 'mysql']","['python', 'ios', 'objective-c', 'algorithm', 'xcode', 'java', 'linux', 'symbols', 'postgresql', 'amazon-redshift']",0.748544112,0.232008237,0.275560001,0.049108923,0.390334928,0.019100571,0.513118792,0.145595829,0.443526062,0.171306606
markwragg,2796058,"['Hook, England']",8,500,17858,"['powershell', 'pester', 'csv', 'windows', 'active-directory', 'powershell-3.0', 'unit-testing', 'regex', 'scripting', 'cmd']","['powershell', 'variables', 'alias']",0.881620309,0.240002902,0.08023903,0.024597871,0.324373757,0.0361657,0.415040446,0.124020442,0.365003139,0.266246265
Mark_Baker,324584,"['Amsterdam, The Netherlands']",33,500,192981,"['php', 'phpexcel', 'excel', 'mysql', 'arrays', 'phpspreadsheet', 'laravel', 'date', 'csv', 'datetime']","['php', 'laravel-4', 'scala', 'performance-testing', 'gatling', 'eloquent', 'bash', 'oop', 'vagrant', 'simplexml']",0.858281326,0.40856471,0.05138546,0.028022018,0.55837673,0.05146187,0.387557048,0.121913945,0.408038989,0.190114897
martonkodok,243782,['Transylvania'],451,500,181484,"['google-bigquery', 'google-cloud-platform', 'sql', 'android', 'php', 'python', 'beanstalkd', 'google-analytics', 'google-cloud-storage', 'json']","['android', 'php', 'java', 'sql', 'mysql', 'javascript', 'c#', 'sqlite', 'google-bigquery', 'html']",0.52613736,0.432027339,0.086994741,0.10259602,0.572388708,0.364801482,0.320200425,0.31074978,0.325153119,0.221181575
maruhgar,254643,['Bangalore'],2,500,47553,"['maven', 'java', 'maven-2', 'maven-3', 'eclipse', 'pom.xml', 'build', 'ant', 'maven-assembly-plugin', 'jenkins']","['spring', 'spring-mvc', 'tomcat', 'proxy']",0.762953397,0.501764651,0.028589662,0.006646913,0.426966729,0.121386553,0.190242219,0.067036774,0.381290459,0.132084132
mathias,96656,"['Munich, Germany']",26,467,122337,"['javascript', 'jquery', 'html', 'css', 'unicode', 'php', 'regex', 'string', 'dom', 'css-selectors']","['jquery', 'javascript', 'mysql', 'sql', 'css', 'php', 'bash', 'pipe', 'windows', 'unicode']",0.872005853,0.085246273,0.043869667,0.005340811,0.420861204,0.014975054,0.498314272,0.178886547,0.489618076,0.113715946
matiash,82788,"['Montevideo, Uruguay']",14,500,51110,"['android', 'java', 'wear-os', 'android-activity', 'android-fragments', 'listview', 'android-studio', 'android-layout', 'android-listview', 'android-intent']","['android', 'android-appcompat', 'android-support-library', 'wear-os', 'android-styles', 'android-actionbar', 'android-navigation', 'android-5.0-lollipop', 'android-wear-data-api', 'apk']",0.745839609,0.338637228,0.38445902,0.013556735,0.609889769,0.136637715,0.139191544,0.369150218,0.1698254,0.11094659
MattDMo,1426065,['near Boston'],14,500,84664,"['sublimetext3', 'python', 'sublimetext', 'sublimetext2', 'sublime-text-plugin', 'python-3.x', 'python-2.7', 'macos', 'syntax-highlighting', 'sublimerepl']","['python', 'sublimetext', 'python-3.x', 'sublimerepl', 'numpy', 'intel-mkl', 'sublimetext3', 'regex', 'oniguruma', 'sublimetext2']",0.792238133,0.364254135,0.149199238,0.01523425,0.434159717,0.049174047,0.255424639,0.090044107,0.151742082,0.308636016
MattDowle,403310,"['Bozeman, Montana']",17,340,54099,"['r', 'data.table', 'dataframe', 'fread', 'performance', 'plyr', 'join', 'aggregate', 'time-series', 'merge']","['r', 'cuda', 'openacc', 'python', 'testthat', 'c', 'solaris', 'zlib', 'date', 'date-formatting']",0.843466367,0.293460601,0.113645417,0.062242479,0.256178321,0.074200338,0.411252755,0.155686849,0.494398981,0.183949794
matthewcrumley,2214,"['Tampa, FL']",4,273,89001,"['javascript', 'jquery', 'html', 'canvas', 'rhino', 'c++', 'java', 'c', 'c#', 'json']","['java', 'math', 'graphics', 'geometry', 'netbeans', 'warnings', 'javascript', 'rhino', 'host-object', 'html']",0.89827527,0.44903705,0.160444064,0.001603256,0.212759484,0.011849692,0.224517028,0.087885647,0.25051392,0.121467294
matthewfarwell,1836,"['Lausanne, Switzerland']",22,500,56199,"['java', 'junit', 'scala', 'eclipse', 'testing', 'junit4', 'unit-testing', 'maven', 'sbt', 'scala-ide']","['java', 'spring', 'database', 'windows', 'performance', 'testing', 'perl', 'scala', 'jsf', 'automated-tests']",0.888124846,0.504827884,0.203551385,0.04220126,0.221714688,0.078664347,0.43465104,0.121025376,0.458143528,0.200046546
matthiasbauch,457406,['Germany'],23,500,87180,"['ios', 'objective-c', 'xcode', 'iphone', 'swift', 'uitableview', 'core-data', 'nsdate', 'cocoa-touch', 'ios7']","['ios', 'iphone', 'xcode', 'cocoa-touch', 'autolayout', 'swift', 'uitableview', 'objective-c', 'uitextfield', 'macos']",0.814915891,0.548261302,0.094495094,0.028193566,0.419703012,0.066597134,0.299916491,0.145700587,0.235843522,0.29111811
mattlunn,444991,"['London, England']",5,500,67369,"['javascript', 'jquery', 'html', 'ajax', 'json', 'node.js', 'css', 'php', 'arrays', 'function']","['windows-desktop-gadgets', 'c++', 'facebook', 'internet-explorer-9', 'c', 'memory-management', 'struct', 'malloc', 'javascript', 'profiling']",0.453614407,0.222833521,0.038516743,0.004330846,0.725677704,0.055171191,0.156162537,0.185898911,0.37218964,0.167770833
mattscharley,15537,"['Melbourne, Victoria, AU']",111,486,109372,"['c#', 'php', '.net', 'html', 'regex', 'mysql', 'c++', 'javascript', 'winforms', 'ruby']","['c#', '.net', 'winforms', 'multithreading', 'language-agnostic', 'inheritance', 'php', 'exception', 'data-structures', 'javascript']",0.847579434,0.470314139,0.079124542,0.020493052,0.238640457,0.043894552,0.308170036,0.111436036,0.177171444,0.259353482
mausch,21239,"['London, UK']",37,500,94872,"['solr', 'c#', 'solrnet', 'castle-windsor', 'nhibernate', 'lucene', '.net', 'f#', 'castle-activerecord', 'asp.net']","['git', 'f#', '.net', 'git-submodules', 'visual-studio', 't4', 'open-source', 'ocaml', 'asp.net-mvc', 'latex']",0.927044687,0.037691138,0.04405527,0.004141971,0.411276861,0.000588761,0.437504007,0.121075218,0.248657435,0.178277822
maxkoretskyi,2545680,[''],500,500,76831,"['angular', 'javascript', 'typescript', 'rxjs', 'angular2-changedetection', 'dependency-injection', 'node.js', 'angular2-directives', 'webpack', 'angular2-template']","['javascript', 'angular', 'node.js', 'typescript', 'webstorm', 'html', 'git', 'binary', 'angularjs', 'ecmascript-6']",0.923515595,0.646045915,0.126623689,0.14130031,0.22628232,0.167285155,0.481912911,0.088349164,0.241448615,0.362673579
mchlpl,402253,"['Warsaw, Poland']",0,500,56096,"['mysql', 'php', 'javascript', 'extjs', 'sql', 'ruby', 'extjs4', 'database', 'mysqli', 'date']",[],0.898216713,0.191940654,0.106398836,0.011857699,0.367925493,0.017940941,0.427720258,0.16422527,0.290630026,0.265276171
mdinescu,63074,"['Irvine, CA']",45,500,45382,"['amazon-dynamodb', 'c#', 'amazon-web-services', 'sql', 'php', 'java', '.net', 'aws-lambda', 'javascript', 'mysql']","['.net', 'wpf', 'directshow', 'usb', 'wix', 'windows-installer', 'c#', 'winapi', 'charts', 'exception-handling']",0.89248539,0.443929565,0.174695657,0.023233784,0.16477587,0.039827596,0.455444693,0.123340088,0.345560294,0.222764101
mdp3030,1114338,['India'],24,500,46006,"['android', 'java', 'sqlite', 'android-fragments', 'listview', 'google-maps', 'android-studio', 'android-intent', 'json', 'xml']","['android', 'here-api', 'ibeacon-android', 'estimote', 'android-ibeacon', 'android-layout', 'android-webview', 'rx-java', 'rxandroidble', 'android-navigationview']",0.787427191,0.581420625,0.032941923,0.028526265,0.296277451,0.280975255,0.514524498,0.120907236,0.28226565,0.42287779
mechanical_meat,42346,"['Los Angeles, CA']",0,500,132452,"['python', 'pandas', 'python-3.x', 'matplotlib', 'dataframe', 'sqlite', 'seaborn', 'flask', 'postgresql', 'python-2.7']",[],0.72809156,0.303201412,0.465333606,0.893140058,0.376583871,0.34799294,0.40068051,0.30573161,0.244847106,0.532253963
meineerde,421705,['Berlin'],0,500,42519,"['ruby', 'ruby-on-rails', 'chef-infra', 'redmine', 'rubygems', 'ruby-on-rails-4', 'haproxy', 'ruby-on-rails-3', 'git', 'github']",[],0.699891288,0.064777971,0.242640983,0.229227751,0.999999706,0.047386006,0.577079024,0.791538548,0.405176576,0.421185884
memon_md_farhan,6548745,['Mumbai'],5,284,5474,"['ruby-on-rails', 'ruby', 'activerecord', 'ruby-on-rails-5', 'devise', 'ruby-on-rails-4', 'arrays', 'postgresql', 'sql', 'rails-activerecord']","['ruby', 'ruby-on-rails', 'spring', 'postgresql', 'hibernate', 'jpa', 'querydsl', 'heroku', 'apache-kafka', 'openssl']",0.507594046,0.641299013,0.039481999,0.036598443,0.409905901,0.663913381,0.523939534,0.262719519,0.86605379,0.259987577
merlyndmg,232593,"['San Leandro, CA']",59,500,53083,"['c#', '.net', 'jquery', 'javascript', 'c++', 'wpf', 'linq', 'java', 'c', 'asp.net']","['.net', 'c++', 'c#', 'java', 'algorithm', 'dependency-injection', 'ninject', 'zurb-foundation', 'ember.js', 'nullpointerexception']",0.95898165,0.09029068,0.060976725,0.002844144,0.31633064,0.003232634,0.495510875,0.161349467,0.385986998,0.156403202
metasemantic,249341,"['Washington, DC']",156,412,63689,"['python', 'matplotlib', 'numpy', 'algorithm', 'scipy', 'plot', 'matrix', 'graph', 'networkx', 'math']","['python', 'c++', 'numpy', 'stl', 'algorithm', 'c++11', 'scipy', 'multiprocessing', 'html', 'matplotlib']",0.97993535,0.293374002,0.219485095,0.016634026,0.235073681,0.007194931,0.686118827,0.120964256,0.499624291,0.216410141
methodofaction,524555,"['Puebla, Mexico']",46,500,61331,"['css', 'svg', 'javascript', 'html', 'jquery', 'raphael', 'd3.js', 'google-chrome', 'animation', 'webkit']","['javascript', 'jquery', 'ruby-on-rails', 'svg', 'css', 'd3.js', '.htaccess', 'dom', 'ruby', 'geometry']",0.920365886,0.448384109,0.323132969,0.073137987,0.554503945,0.027167864,0.301372584,0.179098686,0.111608273,0.11055196
mhall64,479512,"['Sonora , CA']",0,500,49966,"['c#', 'vb.net', 'winforms', 'wpf', '.net', 'visual-studio-2010', 'visual-studio', 'visual-studio-2012', 'button', 'forms']",[],0.903449998,0.853088004,0.122064714,0.187402181,0.398860168,0.392621161,0.42543053,0.156768931,0.119811249,0.318326247
mharen,29,['Northeast Ohio'],65,429,92822,"['c#', 'jquery', 'sql', 'javascript', 'asp.net', '.net', 'sql-server', 'php', 'html', 'mysql']","['c#', 'javascript', 'unit-testing', 'sql-server', 'svn', 'azure', 'sql-server-2000', 'asp.net-mvc-2', 'azure-web-sites', 'asp.net']",0.915877003,0.40691939,0.251597366,0.070837556,0.321124112,0.044467004,0.420002145,0.201757705,0.33498786,0.309184765
mhl20,223092,['London'],21,500,350823,"['git', 'github', 'python', 'bash', 'version-control', 'git-submodules', 'linux', 'git-branch', 'branch', 'shell']","['python', 'django', 'git', 'postgresql', 'java', 'django-models', 'ruby-on-rails', 'database', 'performance', 'sql-execution-plan']",0.898572133,0.363393521,0.219088348,0.348686391,0.43139409,0.023987356,0.212495991,0.055739049,0.10675998,0.175044796
michaelasmith,418413,"['King of Prussia, PA']",116,500,63964,"['bash', 'python', 'shell', 'linux', 'php', 'unix', 'list', 'docker', 'sed', 'arrays']","['python', 'javascript', 'git', 'magento', 'php', 'docker', 'bash', 'html', 'jquery', 'css']",0.930169251,0.143982729,0.140312388,0.016905769,0.373193871,0.008091728,0.525927848,0.15635648,0.398542479,0.306435386
michaelj,63034,"['Manchester, England 🐝']",8,500,59577,"['ruby', 'ruby-on-rails', 'java', 'python', 'activerecord', 'regex', 'arrays', 'mysql', 'ruby-on-rails-3', 'hash']","['java', 'google-apps-script', 'gmail-addons', 'mockito', 'git', 'powerline', 'regex', 'replace', 'newline', 'eclipse']",0.798324084,0.459729317,0.222314674,0.202545132,0.558169439,0.076686032,0.348744956,0.120562367,0.352446225,0.174933607
mich_myers,13531,[''],8,500,171572,"['java', 'swing', 'regex', 'generics', 'collections', 'string', 'arrays', 'c#', 'user-interface', 'netbeans']","['java', 'performance', 'javascript', 'c++', 'random', 'loops', 'try-catch', 'pdf', 'itext', 'digital-signature']",0.931439932,0.486176269,0.129734021,0.021103472,0.285703357,0.045835584,0.15182253,0.116299124,0.27727928,0.107788129
middaparka,109825,[''],11,500,51167,"['php', 'iphone', 'objective-c', 'ios', 'mysql', 'xcode', 'cocoa-touch', 'html', 'ipad', 'sql']","['ios', 'iphone', 'objective-c', 'uitableview', 'php', 'storyboard', 'eclipse', 'file', 'selection', 'subversive']",0.9277723,0.107314337,0.040146546,0.018467112,0.437824158,0.016710511,0.511893602,0.191899152,0.292662652,0.20905693
miguelgrinberg,904393,"['Drogheda, Ireland']",2,500,51360,"['flask', 'python', 'flask-socketio', 'socket.io', 'flask-migrate', 'flask-sqlalchemy', 'websocket', 'python-3.x', 'sqlalchemy', 'javascript']","['iphone', 'ios', 'cocoa-touch', 'uikit', 'python', 'internationalization', 'flask', 'template-engine', 'jinja2']",0.961579272,0.691801677,0.126514599,0.016124506,0.342613826,0.024786976,0.30358117,0.036222213,0.2971288,0.217004976
mikemaccana,123671,"['London, England']",428,270,71059,"['javascript', 'node.js', 'html', 'python', 'jquery', 'css', 'google-chrome', 'powershell', 'mongodb', 'npm']","['javascript', 'node.js', 'powershell', 'css', 'npm', 'html', 'python', 'jquery', 'express', 'typescript']",0.928801956,0.370599992,0.174435669,0.036871962,0.219105748,0.026765844,0.43065137,0.182562179,0.331323426,0.17253004
minitechme,707111,['Canada'],44,500,190142,"['javascript', 'python', 'node.js', 'arrays', 'ecmascript-6', 'html', 'git', 'c', 'python-3.x', 'c#']","['css', 'javascript', 'vb.net', '.net', 'html', 'php', 'sql', 'cocoa-touch', 'asp.net', 'regex']",0.905125741,0.223783759,0.053761115,0.007122642,0.313380029,0.009220808,0.360173198,0.165301885,0.280505965,0.209299305
missingfaktor,192247,"['London, United Kingdom']",173,500,84616,"['scala', 'java', 'functional-programming', 'programming-languages', 'arrays', 'list', 'c++', 'generics', 'collections', 'scalaz']","['scala', 'java', 'functional-programming', 'haskell', 'clojure', 'programming-languages', 'python', 'c++', 'oop', 'python-3.x']",0.959665529,0.313162018,0.10072063,0.025990136,0.342315249,0.016183648,0.653154995,0.115859386,0.399303106,0.253955453
